x,Levels
54.06250044,32.9863113
39.27588442,28.36400366
87.17499429,29.72192282
17.29848671,16.78198496
0.390913353,49.38615491
6.763035727,30.2971807
24.59974217,22.11644831
102.2631541,46.05745964
60.67457418,19.45348883
3.817032265,41.41663025
10.94997314,42.19881118
84.16321478,27.02076049
88.23703156,26.58616057
66.824375,32.47126633
92.14527504,16.38915348
16.71843435,21.04083524
105.0275557,61.57891523
100.9699677,47.5088894
75.16863927,15.52803608
39.87173939,20.05721766
6.453878594,29.19641519
5.197560224,36.91718928
106.1567552,65.52635848
31.2011281,14.11092754
77.71415616,25.89143261
12.06844219,29.08051403
84.99283986,30.94531854
91.89426243,29.15822688
36.97437629,18.01869976
88.62167647,19.97152835
45.14491921,35.30536194
103.1734947,48.4355381
59.5780063,33.0034416
67.68656565,28.06431252
18.81953565,6.321431579
10.96198873,31.02107057
50.51450735,23.13084145
88.59318488,20.48781569
50.86035179,21.01391045
61.1572628,27.96699908
82.74165686,14.81510256
62.12345704,27.14441254
33.80618053,21.2523778
107.9661604,76.22500824
44.59947976,23.33778133
101.2411272,48.43715449
59.37360504,24.57079471
76.71535636,27.96327214
13.76246269,23.7845455
102.2633799,49.35689016
63.56033857,20.39686482
29.73393156,20.45866612
59.69186985,27.98582196
1.206017457,47.65136676
41.23761259,16.10207435
58.3696577,30.63931499
79.32481331,22.61542598
103.0048179,50.66869997
48.75617319,32.86909733
56.58309541,31.2809858
2.338130877,34.52381641
61.51552653,25.17853559
5.379117444,25.12356591
70.71336588,24.64291559
11.35185189,26.7279829
76.88642895,24.61617452
28.86318033,14.8554225
104.7850294,58.26747583
33.53803931,18.40928576
45.96730399,37.62242465
13.06490259,23.7549064
6.993388153,38.64434752
82.60991704,19.42512334
68.0833486,19.14920786
52.04295056,23.65791001
68.17277711,23.32991117
28.19568473,18.85544943
72.48468181,26.43692482
65.90845026,26.98812786
11.93409159,22.70244204
40.4981708,15.73567168
35.59971247,25.72219255
11.05577576,38.58714986
66.2074267,25.2624237
81.44755801,23.89931554
73.52580176,15.71667381
39.49165909,27.22763418
85.41034051,15.45519806
8.633756552,33.81464862
24.00738222,16.70129906
23.10803261,4.170114601
41.55573,18.73651369
33.676131,16.8518432
50.11056357,32.39290578
32.81336945,21.31692731
98.78955734,39.43505267
18.77813385,21.93676508
19.66174681,29.22954117
96.99761082,37.81133018
10.72817224,36.80907992
76.20944568,25.76609061
10.38658276,41.85163296
12.08942562,30.01440208
24.88667746,21.90375309
77.19215939,13.01488826
58.96069078,20.83682313
90.30230335,21.11994346
93.75889991,27.3716439
33.09347794,22.86343099
33.1202895,20.98095174
74.83454701,24.98777844
64.95992342,18.28588089
99.02278187,33.80025027
55.22730349,32.95899485
91.51412877,22.14324624
71.26126737,22.30160099
62.19778782,20.35716387
2.715498178,36.3887776
83.53425821,17.99259506
46.04766185,32.91711394
43.45222172,26.52099824
62.88607965,30.28531975
2.554315677,34.22556331
41.75782658,32.90559441
62.97643425,26.64603317
98.56283117,34.12625662
66.45594486,29.38964123
23.53076533,19.29721
9.164479797,31.57221873
94.75700778,30.87103494
65.33389678,21.43114015
4.897492372,30.31803172
2.632658255,38.95541171
29.8347027,20.25231703
34.87414538,23.22250059
83.9299336,19.34011209
60.03026673,29.33374455
59.51953011,24.67831591
53.1354105,33.23033835
5.649478992,36.03714875
7.800154069,22.87788066
36.75215723,15.13509514
66.82612084,22.47002717
28.17108318,18.66209693
94.59056388,38.34906227
79.5926066,22.63513389
33.46201183,12.70141312
87.00237281,19.44171297
89.3759416,26.68101218
53.53871044,29.63263264
20.76480646,6.635144206
19.57742281,16.13966614
56.26341815,37.89010068
71.68127572,22.38398012
10.61409513,38.25604915
6.268184166,28.74132067
33.44854888,25.16298972
76.53237995,17.90135578
77.318779,17.8172518
41.11474467,32.26103905
104.8197674,54.4965067
100.7794972,41.06681836
81.37595811,27.4070296
6.27734491,37.75927828
33.79799084,17.13476621
12.82289251,15.53148814
33.34722462,19.5822579
91.52977182,15.31697919
99.19556377,37.08466613
22.27914119,12.89681487
5.598981084,28.59231766
38.71101963,29.94879227
28.76189473,28.73832715
59.51570602,28.06275286
25.11308481,22.71759715
83.38188187,25.77566049
108.5165694,71.48768025
99.27426444,40.39787108
78.15972035,24.22695251
42.32195291,24.42282863
109.1539381,74.19381689
72.6396916,15.3247509
90.68023768,30.34160871
93.77305344,27.37708685
56.4713831,29.26352439
75.83758088,29.11040367
92.03539706,24.40985413
53.29570087,39.83252759
56.24045386,25.69690738
76.07041798,22.31436848
52.82049209,24.06676714
95.18921266,37.35556069
32.98818995,26.19330467
89.00737771,31.90266216
75.99637746,24.65682203
21.00624932,15.68437021
61.00422246,31.53103743
41.88885282,20.30863238
45.53367219,33.54829483
32.7829833,21.60677532
24.08097489,16.07100932
38.72378031,31.23479242
78.64033202,25.2986578
37.74757893,21.76692145
6.926012239,22.54464833
77.22350511,29.36585816
74.39450407,24.77644236
92.11827654,24.29126027
89.9800355,27.70067176
61.49857066,27.27836934
50.36028241,27.20308278
80.80527045,22.18620434
12.86280639,23.39314584
47.64424969,25.10036152
5.333546415,35.40682468
53.38890648,32.5913018
28.62163973,10.69539921
93.51298299,19.88492984
82.36001737,21.48746302
25.11108847,11.5013214
109.7160659,68.33271389
76.02495825,15.52845509
61.60178652,22.21786402
71.57730953,27.25574166
61.57698457,25.27339365
23.55691623,17.94702633
44.9811771,18.64457812
17.79104673,23.56131736
52.47035671,30.88571539
92.07366835,26.97334615
47.54776349,26.27528985
43.58216647,24.80604554
4.959100796,35.8784653
35.46330912,19.38017057
45.47112407,26.32264257
5.484490381,30.60381238
56.70864718,24.93040241
61.3493062,24.83432351
55.00946617,26.74788467
21.0658733,21.90211199
93.45974275,33.20987958
99.38859964,41.8180496
109.7400974,65.19500543
87.02478547,22.73560443
49.79007767,30.91437477
106.7832284,65.57306956
64.49989032,23.24516275
23.87321378,12.15050873
2.151765189,36.2543359
65.22577968,36.50509996
34.06031951,27.662684
84.45661457,18.57099925
6.210717978,32.03663675
5.928617629,27.0512728
58.23065878,22.41886197
40.4996697,25.15009175
4.011754106,38.0069148
12.66208932,21.95765816
70.27328211,23.8813727
45.19364496,22.9878783
40.32547026,22.35396094
8.301172295,24.05727848
41.05410924,26.03899065
62.05199875,26.22344282
23.2925272,23.82245223
52.63096125,32.19773131
44.66222279,16.95670349
78.54423893,14.25894775
91.10389467,25.3963489
28.57336467,12.68134865
59.32066274,19.98900785
97.07294247,35.25115608
104.3915455,68.50148555
48.71647773,25.26671768
108.6888794,67.01161663
13.91500776,15.80948024
78.67539652,20.47799574
83.33150174,29.39048324
74.88310543,25.04759415
79.58750574,17.0507152
3.163082364,37.73083139
48.59853694,30.37601685
74.86654104,22.66566786
85.43246613,25.72020087
74.31926052,22.49944134
0.602637261,41.81868974
82.75433079,21.26487339
70.09327136,20.82487312
91.06403874,28.6039859
57.6753965,31.8308942
76.45940309,15.96719647
71.02418616,31.08881786
48.19848631,31.40031414
54.90918646,31.6098631
47.1168997,34.73296912
107.5662065,72.28420079
44.44146766,30.99896972
99.2803843,40.64946498
15.54540701,15.08122968
25.10221073,23.72070351
103.6847039,50.77369453
5.808464113,36.86216115
60.32922634,25.20943041
32.44355325,27.97810749
7.689410142,29.11937166
96.76014643,39.23915696
80.33675488,21.91177028
23.79674892,19.48609261
63.58560168,33.01028647
34.3954732,18.85323292
62.12628814,27.807075
37.07816092,20.22689457
8.737258456,28.57390433
77.54590165,26.27303003
7.492282459,29.29312859
42.17053723,27.79504261
52.0589042,31.62290466
96.76091273,31.69462155
98.36494002,41.59368037
32.93299663,13.93825574
109.8197041,84.24119701
12.05718449,19.79357823
63.11179928,21.88289276
51.80918668,28.6723784
64.22348404,27.40965328
38.07595383,23.34293379
88.77995677,31.40932044
108.8009459,77.34828812
25.75250973,12.79486985
45.91192758,31.43008968
89.98376485,15.39791787
100.6507678,37.38982307
23.4485172,18.9812371
90.64165412,36.20336749
5.189450308,40.13082683
53.06734746,30.8881377
69.10208081,17.62880157
22.8132223,28.06476584
53.32336392,29.53344853
92.9890284,25.80062118
107.1491365,69.54766404
93.4215501,23.51112168
52.40832388,32.83125339
18.11566044,5.354047232
86.03783718,19.2530696
4.466005496,25.79371976
49.54413297,28.92316822
104.4872664,53.41045572
45.58663925,29.6589423
87.49754852,24.22096068
36.30253158,26.76130476
109.1995666,68.42857377
29.7836841,15.2769467
76.73833817,29.67933236
55.12746842,30.58628528
0.345503118,49.23908853
12.52383124,24.14895415
78.95659473,22.09965068
102.9843191,48.26217783
43.46667542,32.76308957
17.92471085,22.90076241
4.454787292,33.28114627
6.133946899,32.14331955
0.246513735,51.0312833
90.29526369,21.01631161
33.01029453,27.63022013
67.88828984,27.63764689
105.9284545,59.09394507
67.01610302,23.9783397
59.10364886,27.6287518
104.2430734,49.21441819
54.19853157,35.66555677
104.2074069,52.86475684
47.29126061,25.34774367
100.7509134,42.06506512
57.95922293,32.07632163
98.34971573,35.04806713
35.05915774,15.76728739
107.3782609,83.38769009
59.27782113,31.14421765
64.34843238,24.80615947
56.27011298,45.64516068
12.22482889,23.19945006
109.385258,77.01905412
55.78585813,29.68851202
60.06811166,25.0905314
107.6172879,56.41035302
4.166110355,38.29177407
58.38037066,25.00116921
33.69061123,18.10143215
100.7472269,48.70226711
21.8626197,21.12335931
39.20924741,30.54933786
48.073649,32.62756969
25.90051366,27.13828576
42.35990287,35.12270731
101.3243763,37.21316409
93.10141849,23.36765683
102.1093043,45.27370831
99.512284,45.37212155
2.990748598,37.66725038
69.9396296,29.93847843
39.5383759,28.75679621
25.38067714,20.97412343
74.48041459,22.60521087
8.148831624,26.84400647
72.16722294,31.52060511
90.96928497,18.84187536
52.35131742,29.88122222
40.1091667,24.03275449
13.19388719,22.27795179
80.02626955,22.39079893
50.86117695,28.10229766
22.77428703,25.28227721
76.85746095,21.25524486
106.4387003,61.98153375
41.10326131,22.3657924
79.66766591,18.48157238
8.350714382,32.67815116
102.1690778,50.44699301
26.36651178,14.58607855
85.91944462,17.90016389
51.64808331,21.10657019
71.06830608,27.31369265
7.119014243,23.66941438
9.993363385,42.35661429
98.52677545,34.29537121
76.68236268,22.58361289
84.26607005,28.41214688
60.64301912,30.60610326
84.52004188,17.82210043
41.8669018,23.48924295
57.77569835,37.62840761
90.66626551,29.56874464
8.005808926,29.23580656
49.35304255,34.69615274
9.386658754,29.03606649
28.72524409,23.71635165
48.42535548,16.48712448
69.41385307,22.6962194
61.13451018,24.90883825
73.18133829,21.32570141
109.7458004,80.83050598
86.7073115,27.38323233
5.946026033,37.12481836
36.51624748,28.67861442
81.21757626,18.54157978
39.19168533,21.3302938
23.11959651,18.68133146
54.39433302,30.64699278
73.31626388,22.09304596
71.57904716,34.96907985
22.13946082,25.60222062
70.15976502,19.84559444
61.61446613,29.99887867
50.1453796,23.76446549
104.8055394,61.64586853
84.25308649,16.72367931
18.59200784,24.82399539
70.86115359,24.33862141
18.25805493,18.28531819
96.96715271,34.65805826
91.12335835,21.64699531
14.1346916,22.69229943
48.80731781,30.80469289
30.51256112,19.17020012
26.10794235,23.21785314
96.12176578,44.24548866
8.676311381,39.84864896
63.23989271,21.12904679
18.7619823,15.51302991
78.63036496,19.81697861
99.17105737,25.74709639
3.720070021,40.37718967
98.10574018,40.89195571
27.07477411,12.27704405
60.2348502,28.12784721
12.49221771,17.00451828
10.06643359,37.62674378
75.13181363,19.41372473
56.04076897,32.58913975
42.85711664,14.90012
8.649522887,28.98501541
33.21436188,20.9248115
107.6496724,83.91583219
77.73398359,17.75269661
35.8987793,19.56964385
4.766750779,32.56430081
29.34361281,18.76942318
19.73423098,20.55231952
35.07160746,23.44249385
102.1335468,49.78128968
81.18014665,16.4522794
46.01498651,23.02960397
67.45146288,19.81559873
63.05892325,24.04041441
87.67530491,23.95627417
87.97065861,21.81411499
71.13116952,26.80770421
80.4105727,18.57347282
5.8332166,30.84817407
68.19537305,19.12553092
92.33521229,37.29458444
41.67719431,34.99151599
9.97170918,32.28145847
58.93827533,26.33870327
107.8663975,73.32055722
65.02850606,25.84423605
104.2943201,51.63159808
64.89384362,23.35458154
43.82206217,27.83895046
26.19190719,18.48671209
41.99656907,28.98295904
42.4908184,27.52394777
43.51852242,30.85102718
41.49802709,19.57109645
99.04949916,31.51005217
86.77386958,18.19848943
105.9222431,72.95914696
72.64569666,17.53750077
70.04447269,23.05580315
15.78748467,27.75155556
65.54505981,27.19894196
41.39719414,13.17697513
68.73982149,29.21178254
0.045922915,49.51411581
11.63862607,22.62443464
18.03701952,14.68119417
81.57847731,14.44036099
85.48064699,22.91369245
60.43021343,28.38502901
101.5531655,38.02931166
5.724691961,27.40410427
50.48942312,18.4056216
108.7342869,78.60702814
39.83704336,23.85865326
93.03404387,22.84667969
2.043582532,38.6401991
103.5146049,51.76946159
27.2503042,15.26494881
16.44372821,22.97577973
71.24155981,25.84392811
27.86527483,22.93922538
74.60718794,16.47225747
88.09686138,26.20277975
39.15959689,35.77060008
8.161037537,27.34850119
46.89816234,31.33285686
34.21585776,23.78453709
44.54237476,26.46882941
77.88582913,22.24590786
72.47385241,23.56721172
31.52360015,20.42894187
44.23322791,29.08454937
18.61557785,12.14038091
93.47949368,24.14622249
95.46288672,33.12076174
95.90758604,31.88496926
103.4145843,53.90123536
84.75815971,25.94206587
17.40688738,15.62791962
58.42898524,28.2622022
86.83039342,24.75286758
74.24897485,19.97102687
55.55071627,26.43793237
98.27490875,37.74506735
73.23308174,23.67118236
40.15593636,19.51398358
7.134452483,32.15418728
82.8433306,32.55631475
88.9399975,27.98583191
48.06648344,15.25964783
90.59709313,19.4571001
55.41576598,28.6977379
65.63727396,31.01368217
73.09961995,26.93769141
48.67340248,25.31070715
18.63607472,16.17644884
57.85931012,31.74012933
59.23009646,34.02678741
56.43601209,29.6613299
31.06190039,17.96153263
18.08730862,19.86857872
93.26596216,20.63614663
65.80194438,24.03866746
37.11491205,18.26236436
105.2424399,55.43024568
55.44913368,21.61059093
40.82822134,27.19943134
1.106385274,59.73829937
18.46709066,15.7727722
20.80490429,15.86673814
83.72807617,22.19999083
69.54749964,32.02377281
30.6412444,25.2229232
84.27956754,23.03657654
108.9716216,76.84281041
93.12952818,32.09154613
20.87168332,20.81441901
86.90855664,16.53006722
38.89020245,26.52755354
30.0431117,18.82282266
34.2696688,19.53664664
96.7256812,34.64311551
22.29218572,19.41968681
85.12649194,19.21821331
8.971600643,39.36384661
23.88785523,27.4592793
65.10143866,29.84929973
42.75581913,21.30105348
71.2103142,25.22155929
27.62180958,18.06891802
80.34085251,24.60148383
5.160528552,39.08519211
84.3644462,27.53440528
102.0260314,42.50858496
52.80704418,25.44244489
22.84900149,20.83344927
96.48054353,29.30489786
95.18988584,23.41344565
60.48038701,30.86171116
26.39465898,16.87434069
85.41116833,27.07550267
25.76921409,21.1055907
69.97415938,22.98854338
1.711159905,51.91485891
16.46014398,12.68119343
90.10653958,30.58924652
1.898283053,42.97297857
29.4342969,18.85678535
47.72170411,28.77884015
55.23747303,20.33620167
5.863251345,43.8838315
105.5289909,55.63078771
92.92322581,37.2946569
98.84879157,42.86844636
3.22684724,46.71404463
18.34940441,23.48754036
67.20463352,27.55633602
44.37531521,17.14749386
81.33043177,23.13455532
71.65892037,25.39121623
45.12123717,38.47946999
49.24214302,35.01284615
61.47211432,24.15133607
61.34054761,27.00505455
80.09455657,19.78630212
77.82696818,28.72292988
25.48254817,17.8663869
57.48834823,31.70909319
6.169949896,23.73916198
108.7368837,76.36106771
49.15660049,30.87707809
103.2652536,42.9933372
99.33124634,37.71045137
55.73637889,31.50737471
57.89002521,42.11443745
84.8248463,19.74539528
24.26378965,16.78008148
31.90084991,23.76272288
32.85419466,19.6109074
45.2850718,21.95914291
101.3719602,38.79411003
65.96530687,24.80379336
40.02717152,23.29153034
18.93001635,16.4219977
11.73533036,23.8615659
33.51025335,15.66816364
76.40924031,23.03554626
9.98456218,35.98391994
99.11316991,36.88146011
59.25607274,34.86590065
3.916739253,38.05379888
78.98773434,27.01465132
9.043621231,36.55854009
7.061148931,32.74485354
106.9706553,63.96009119
94.96941569,20.90915108
51.61730258,31.31795354
18.54049789,17.62772728
91.40672885,13.440103
18.13833818,6.45424276
61.6611947,23.70564331
23.90405694,24.527606
66.61797733,21.23974063
25.74457179,20.08418479
60.26441445,31.29221031
74.00931493,15.37671388
97.85105635,44.42459086
79.05449173,21.04580181
60.74933963,25.8962138
32.77171303,26.78384937
78.87566612,23.85614817
104.5172745,44.69476715
59.87169307,30.93986319
11.29013207,24.68120779
37.18371513,22.71399985
64.72446662,28.93516861
94.42390034,34.56435488
14.77968561,17.1295806
103.627163,54.65653548
61.83690771,17.97684276
107.0476287,60.27693274
83.72531231,19.09007629
108.1636801,64.20822997
53.20495428,23.88542744
10.50815246,27.90957094
31.21622923,18.60784815
14.30389041,22.57189819
49.84575098,29.04893481
61.08197722,32.90611954
82.20436882,21.18712853
88.85962591,30.61717087
18.91895018,15.07510169
39.711167,28.19317268
4.811060433,41.01854517
69.83058649,23.52259635
105.4091265,57.27969912
28.29633187,15.92475584
69.19234794,33.15170169
10.07154212,36.06869835
59.48247541,19.15601454
98.09587349,34.44953107
72.65292933,19.45703526
29.24507785,22.9076953
18.68869912,17.05609175
91.33536096,38.01185206
44.20394175,17.60812773
43.67515762,30.69928628
33.81659667,18.38237997
14.71341782,21.27921127
89.67925348,33.46744849
67.59037354,28.40522947
34.25481174,22.09631402
17.41453771,19.59818929
42.6165937,25.77803837
81.31504357,15.84811765
40.6300436,25.91445027
49.03746238,32.55975884
84.83721417,20.68763152
40.69809787,36.39622616
14.5149865,22.3036051
74.11339689,22.94149807
30.00655428,20.27689324
33.71448016,25.61648242
96.31247843,26.70063428
83.6091327,18.02871077
73.23554934,27.5270903
41.86410153,20.29571597
93.25402912,31.35069123
9.15751659,38.04803763
65.56924749,22.58917215
18.12094201,19.76467266
94.89312764,33.58821285
53.25917904,23.08458027
48.1301757,29.09596454
91.48268547,27.25423573
11.41198588,19.65677871
49.11082592,37.03193608
60.09233665,24.16085726
6.794964653,30.04164212
58.74924464,28.28618878
32.31009664,34.86381597
25.83964134,20.40438222
6.370666841,40.56953622
97.77931073,41.77006674
49.49509315,27.88282845
33.34964318,27.61397434
70.55608801,20.25004716
78.67920964,21.69062508
7.709422409,24.40118003
22.96322808,18.88224996
43.35284962,30.82401015
81.77787222,19.37407688
67.07881299,32.1165439
84.25930467,15.69971343
84.91348415,27.5990102
94.04162893,36.94430402
27.80504493,11.56076003
45.16442905,35.2750824
92.73117373,31.342984
41.82962182,22.2019452
75.93458223,19.71089593
40.47975795,23.37089226
7.011352746,33.0502445
32.61250311,26.65644481
53.22227096,23.07778554
100.409256,37.67661806
89.28276433,21.16450773
77.03622544,19.54120622
25.80377546,15.0295211
88.046758,24.02963042
24.02291315,11.60887617
39.97056248,18.65181065
83.26052568,15.74039315
43.7154847,24.87265966
108.0039452,72.4390742
54.04840428,29.47926994
70.52467432,25.70684934
40.75139024,24.20383197
81.90593682,14.3389598
38.77359913,31.13034285
93.94684536,35.23297861
76.46623652,18.25569762
41.83507091,24.41205261
52.66695988,23.5388892
37.2797176,20.02478435
8.89430505,40.28651908
44.77222716,25.21915915
95.69427063,29.48862116
39.83966116,20.40070879
63.16199104,29.62935698
88.51898698,21.62928513
74.82290022,15.74137456
57.16490345,27.44791507
59.15366131,28.52644634
93.26520916,27.91732573
33.69950035,25.15913744
98.33681278,28.81181641
17.07267547,19.5314788
25.65728707,20.09475977
42.35633714,25.21768191
74.95506922,27.40397216
88.68280495,22.47388112
39.7196496,24.38014073
74.31670003,22.84562939
10.38582694,32.01158065
12.4749529,15.68154478
104.3550082,49.07564488
45.2575381,32.35958009
60.26818971,15.28232862
18.67055197,18.16899799
44.25197321,34.13178857
58.82919483,26.66976378
46.05913876,21.22330949
102.0990824,43.52147474
102.8169274,48.53825139
66.44663089,23.88493161
39.23518178,24.79686584
93.12308704,22.58008179
104.1269532,50.56982328
63.70952847,24.74295138
56.01878565,28.96649149
51.60586889,28.23938407
53.87636151,28.44011807
25.38035479,18.14170043
56.50598693,24.30460544
51.27872258,20.45523271
67.07888031,29.84646086
84.46852825,29.63370124
65.32216209,27.85408002
65.93674964,21.26463421
39.65965835,34.18210225
60.48830948,35.18921575
75.74006673,24.6258448
67.06549494,22.62191031
14.83384197,20.57755373
84.97814034,27.10911933
89.1975791,28.44120141
84.31020525,24.37288691
17.72798102,10.85939394
76.35570731,19.0383016
0.640858233,38.56392563
104.3165476,49.89003233
45.81629297,28.91863764
87.00923509,20.5684688
77.94980402,22.08237496
104.580913,55.91963752
109.3791806,73.46540447
75.27291881,19.51211586
5.584415365,27.01860868
63.32281964,24.9715069
96.71010634,37.60138567
94.4940181,27.19806858
107.6552061,79.09078095
92.68267496,31.34265796
59.1194108,21.19775581
13.75852489,34.05618093
51.44367049,25.90664432
48.94218627,22.24234165
13.22599327,15.06848627
51.00372326,40.13380677
15.76354549,17.18621328
5.749084009,37.0699069
37.24357779,19.84017881
62.6816883,21.08949165
26.83739079,14.17866249
30.54515142,24.14543379
54.07749441,38.41132052
51.15631714,24.28417562
106.8741868,65.4985032
49.77029466,39.18196705
81.16453189,15.80356307
6.253355935,33.20760428
97.8549259,46.83827598
77.0388366,11.16544802
69.67892437,26.92610516
43.65922102,22.4233386
0.970707866,42.62826404
76.69743184,25.83792519
76.83792088,10.92308775
98.16012033,38.16762697
62.60327135,24.3983661
85.852926,20.20616186
52.77518521,27.17881185
19.95808254,16.37193143
16.37644761,15.239755
74.8557422,27.48417827
42.4042975,24.54104436
47.53630543,34.50457327
73.65739181,22.10661736
11.50065866,25.86396798
105.8922651,62.94171924
103.1966951,55.67750234
109.0004906,64.70551104
62.31159597,27.84072951
78.26827185,21.22675492
21.92943352,12.03188188
89.91357054,27.99311367
76.2183074,24.41275729
16.02067786,17.71853979
29.95472642,17.57039773
11.16711468,25.37440162
44.56285736,28.66083715
85.3615145,23.66249537
68.95019921,20.08199278
10.34972202,29.95959237
50.50423787,23.05508192
25.76923179,15.07336378
81.63191744,22.02162175
59.28540724,30.67169016
106.8179913,57.18282836
93.39366339,34.49466887
49.76142842,24.97056419
101.9701912,40.64991175
79.84850316,30.93391744
37.81692497,21.12085141
10.19000211,34.82458644
48.20006691,27.58774824
43.84179021,16.40441638
46.87370432,30.48291057
71.30003355,27.81633024
108.485283,73.68464964
92.59721662,32.68068605
2.411490891,37.84335194
74.24225279,19.72017728
23.19362681,21.03747616
65.7624476,19.35362158
13.37584154,18.63321632
28.15297379,11.53873496
6.132390973,33.2520302
56.23532834,27.91289786
28.35422015,15.6858215
73.79172033,22.58114179
107.6773588,60.29369471
50.95294828,32.06904441
10.46629713,36.20092963
84.96478126,23.78176336
1.957256442,35.6811571
45.86888929,26.78142033
79.17196496,13.27012791
6.488143049,34.13833072
99.28426653,37.34609161
80.36901316,15.1589316
89.41945321,23.54666313
105.9938945,65.23686415
57.68780033,27.66497475
45.59434047,24.3952318
61.52939399,24.04895858
6.45463044,28.17594632
88.98141748,23.63826921
43.88157866,30.09136591
53.97111183,25.51964563
26.43868046,28.0929202
50.25715286,26.57203113
58.06743709,16.13952014
106.8252369,63.22986157
91.38327903,32.93900997
91.15046922,22.55315604
62.44279567,26.81109902
33.89470206,20.67132871
85.28582419,20.72034906
9.06479336,30.26548378
105.4683865,59.13618726
19.67678788,4.854523954
56.78751146,31.49536691
102.1860818,53.80051947
54.19067774,32.09285136
